trip_id,sol,trip_index,crew_served,route_km,payload_kg,terrain_risk_score,energy_kwh,dust_storm_flag,battery_soh
900,210,0,100,4.19,187.5,0.774,17.43,1,0.9085
901,210,1,100,5.82,103.8,0.687,17.94,1,0.9085
902,210,2,100,4.78,148.1,0.501,15.59,1,0.9085
903,210,3,100,1.19,114.0,1.0,18.69,1,0.9084
904,210,4,100,4.45,41.8,0.893,20.06,1,0.9084
905,210,5,100,3.6,52.8,0.589,13.86,1,0.9084
906,211,0,100,1.28,169.7,1.0,18.86,1,0.908
907,211,1,100,3.48,128.0,0.784,19.01,1,0.908
908,211,2,100,3.92,148.1,0.367,14.0,1,0.908
909,211,3,100,2.71,116.8,0.922,19.95,1,0.908
910,212,0,100,3.31,107.4,0.667,16.97,1,0.9076
911,212,1,100,5.77,118.5,0.861,17.24,1,0.9076
912,212,2,100,4.36,101.2,0.624,17.41,1,0.9076
913,212,3,100,5.29,47.9,0.357,17.29,1,0.9075
914,213,0,100,2.88,129.4,0.645,17.68,1,0.9072
915,213,1,100,6.32,125.9,1.0,21.07,1,0.9072
916,213,2,100,3.65,123.6,0.935,18.33,1,0.9071
917,213,3,100,1.73,163.6,1.0,18.45,1,0.9071
918,214,0,100,5.76,120.9,0.674,15.59,1,0.9067
919,214,1,100,6.23,114.6,1.0,19.71,1,0.9067
920,214,2,100,3.77,56.6,0.452,16.82,1,0.9067
921,214,3,100,5.4,80.4,1.0,20.18,1,0.9067
922,215,0,100,2.82,197.1,0.372,13.43,1,0.9063
923,215,1,100,3.89,197.3,0.66,16.62,1,0.9063
924,215,2,100,5.61,102.0,1.0,21.72,1,0.9063
925,215,3,100,0.81,64.7,1.0,19.68,1,0.9062
926,216,0,100,4.32,82.8,0.392,15.09,1,0.9059
927,216,1,100,4.18,195.8,0.695,17.12,1,0.9059
928,216,2,100,3.71,59.0,0.664,17.1,1,0.9058
929,216,3,100,4.33,42.7,1.0,19.45,1,0.9058
930,217,0,100,4.74,132.9,0.356,13.94,1,0.9055
931,217,1,100,3.1,138.1,1.0,19.4,1,0.9054
932,217,2,100,3.65,113.1,1.0,20.7,1,0.9054
933,217,3,100,4.61,165.9,1.0,20.81,1,0.9054
934,217,4,100,1.32,127.2,1.0,18.17,1,0.9054
935,217,5,100,4.0,175.8,1.0,21.67,1,0.9053
936,218,0,100,2.36,62.9,0.388,15.08,1,0.905
937,218,1,100,3.84,196.6,0.569,14.86,1,0.905
938,218,2,100,4.64,146.4,0.443,14.02,1,0.9049
939,218,3,100,5.26,154.1,0.921,18.63,1,0.9049
940,219,0,100,1.92,72.9,0.413,14.63,1,0.9045
941,219,1,100,6.2,166.3,0.97,19.98,1,0.9045
942,219,2,100,2.92,91.4,0.867,15.13,1,0.9045
943,219,3,100,1.58,140.0,1.0,18.79,1,0.9045
944,220,0,100,4.29,124.1,0.385,15.42,1,0.9041
945,220,1,100,3.86,215.0,0.48,16.04,1,0.9041
946,220,2,100,4.15,47.0,0.4,17.05,1,0.9041
947,220,3,100,5.23,48.2,1.0,20.62,1,0.9041
948,221,0,100,3.12,111.4,0.758,15.51,1,0.9037
949,221,1,100,6.36,75.5,1.0,22.54,1,0.9037
950,221,2,100,5.68,78.8,1.0,17.43,1,0.9036
951,221,3,100,2.73,102.6,0.525,17.24,1,0.9036
952,222,0,100,3.7,105.2,0.535,17.54,1,0.9033
953,222,1,100,1.81,139.2,0.369,13.59,1,0.9032
954,222,2,100,2.43,182.6,0.479,17.41,1,0.9032
955,222,3,100,5.45,85.3,0.755,18.38,1,0.9032
956,223,0,100,1.97,217.9,1.0,19.46,1,0.9028
957,223,1,100,5.98,137.9,0.96,19.27,1,0.9028
958,223,2,100,2.47,82.8,1.0,20.04,1,0.9028
959,223,3,100,6.43,193.2,0.726,15.83,1,0.9028
960,224,0,100,4.82,176.9,0.717,16.83,1,0.9024
961,224,1,100,1.2,189.9,0.446,15.38,1,0.9024
962,224,2,100,1.1,90.8,0.786,18.7,1,0.9024
963,224,3,100,5.84,218.9,1.0,23.91,1,0.9023
964,224,4,100,2.05,168.6,0.672,17.67,1,0.9023
965,224,5,100,6.1,150.1,0.399,13.26,1,0.9023
966,225,0,100,2.71,87.9,0.916,18.94,1,0.9019
967,225,1,100,5.71,86.6,0.499,18.59,1,0.9019
968,225,2,100,5.9,132.4,0.974,21.9,1,0.9019
969,225,3,100,2.75,83.9,0.449,16.69,1,0.9019
970,226,0,100,6.08,75.0,0.794,19.54,1,0.9015
971,226,1,100,2.61,78.6,0.721,16.74,1,0.9015
972,226,2,100,2.65,114.4,0.602,19.19,1,0.9015
973,226,3,100,5.49,108.6,0.472,15.8,1,0.9014
974,227,0,100,1.52,51.1,0.468,13.23,1,0.9011
975,227,1,100,1.4,134.3,1.0,18.06,1,0.9011
976,227,2,100,1.23,127.6,0.361,15.04,1,0.901
977,227,3,100,4.35,206.1,0.635,17.21,1,0.901
978,228,0,100,2.96,67.3,0.792,17.27,1,0.9006
979,228,1,100,4.62,212.0,0.838,16.44,1,0.9006
980,228,2,100,4.7,75.3,0.952,19.96,1,0.9006
981,228,3,100,3.71,200.5,0.933,15.97,1,0.9006
982,229,0,100,5.0,144.0,0.898,19.72,1,0.9002
983,229,1,100,3.98,101.4,0.531,16.56,1,0.9002
984,229,2,100,3.22,71.9,0.835,19.54,1,0.9002
985,229,3,100,2.61,170.9,0.435,16.58,1,0.9002
986,230,0,100,5.57,138.8,0.857,16.55,1,0.8998
987,230,1,100,5.13,194.5,0.401,13.66,1,0.8998
988,230,2,100,3.14,71.6,0.677,15.97,1,0.8997
989,230,3,100,0.83,75.7,0.591,15.99,1,0.8997
990,231,0,100,4.47,83.9,0.967,19.83,1,0.8993
991,231,1,100,2.39,135.7,0.987,18.24,1,0.8993
992,231,2,100,5.04,142.8,0.582,17.05,1,0.8993
993,231,3,100,6.04,213.3,0.606,18.83,1,0.8993
994,231,4,100,4.36,151.5,0.439,17.65,1,0.8993
995,231,5,100,4.52,188.0,0.856,18.02,1,0.8992
996,232,0,100,1.47,117.8,0.924,18.24,1,0.8989
997,232,1,100,5.4,129.6,0.433,15.98,1,0.8989
998,232,2,100,6.47,178.2,0.386,14.48,1,0.8988
999,232,3,100,1.01,197.7,1.0,19.12,1,0.8988
1000,233,0,100,2.79,91.2,0.936,20.33,1,0.8984
1001,233,1,100,3.83,116.7,0.493,16.02,1,0.8984
1002,233,2,100,5.4,185.0,0.645,18.96,1,0.8984
1003,233,3,100,5.02,125.9,0.929,19.98,1,0.8984
1004,234,0,100,1.96,85.9,1.0,19.9,1,0.898
1005,234,1,100,6.14,102.4,0.803,18.94,1,0.898
1006,234,2,100,2.3,101.9,0.94,19.49,1,0.898
1007,234,3,100,1.55,192.3,1.0,19.37,1,0.898
1008,235,0,100,5.41,121.4,0.962,22.05,1,0.8976
1009,235,1,100,1.06,59.0,0.394,15.08,1,0.8976
1010,235,2,100,5.11,181.7,1.0,16.29,1,0.8975
1011,235,3,100,4.51,185.3,0.351,15.07,1,0.8975
1012,236,0,100,4.63,45.6,0.97,17.66,1,0.8972
1013,236,1,100,2.62,116.9,0.377,16.21,1,0.8971
1014,236,2,100,1.42,187.6,0.489,17.3,1,0.8971
1015,236,3,100,1.19,181.1,1.0,21.06,1,0.8971
1016,237,0,100,5.69,70.5,0.517,15.1,1,0.8967
1017,237,1,100,1.88,80.0,0.88,17.35,1,0.8967
1018,237,2,100,4.21,99.7,0.482,17.52,1,0.8967
1019,237,3,100,1.48,164.2,0.628,15.93,1,0.8967
1020,238,0,100,5.29,69.6,1.0,18.61,1,0.8963
1021,238,1,100,1.87,114.1,1.0,20.91,1,0.8963
1022,238,2,100,5.84,212.1,0.369,14.81,1,0.8963
1023,238,3,100,3.04,153.8,0.988,21.16,1,0.8962
1024,238,4,100,3.58,164.1,0.559,16.62,1,0.8962
1025,238,5,100,1.97,119.5,0.848,19.06,1,0.8962
1026,239,0,100,3.06,63.5,0.525,16.21,1,0.8958
1027,239,1,100,1.55,101.5,0.526,15.67,1,0.8958
1028,239,2,100,1.72,46.4,0.913,19.25,1,0.8958
1029,239,3,100,1.38,69.4,0.368,14.85,1,0.8958
1030,240,0,100,1.8,44.0,0.51,17.65,1,0.8954
1031,240,1,100,6.43,124.8,0.781,16.61,1,0.8954
1032,240,2,100,2.88,41.3,0.566,19.81,1,0.8954
1033,240,3,100,4.21,216.2,0.575,16.01,1,0.8953
1034,241,0,100,5.13,40.9,0.762,15.43,1,0.895
1035,241,1,100,2.91,202.5,0.431,16.12,1,0.8949
1036,241,2,100,2.75,186.2,0.355,14.65,1,0.8949
1037,241,3,100,4.4,90.7,0.675,18.38,1,0.8949
1038,242,0,100,3.71,214.3,0.706,19.96,1,0.8945
1039,242,1,100,4.95,100.3,0.683,17.62,1,0.8945
1040,242,2,100,1.73,202.2,0.964,21.23,1,0.8945
1041,242,3,100,4.84,82.4,1.0,20.25,1,0.8945
1042,243,0,100,6.28,177.8,1.0,23.12,1,0.8941
1043,243,1,100,1.51,125.0,0.664,18.06,1,0.8941
1044,243,2,100,2.57,57.1,1.0,20.59,1,0.8941
1045,243,3,100,4.21,147.8,0.795,19.25,1,0.8941
1046,244,0,100,2.21,152.7,0.949,18.25,1,0.8937
1047,244,1,100,3.22,99.5,0.371,12.87,1,0.8937
1048,244,2,100,3.41,178.4,0.739,18.19,1,0.8936
1049,244,3,100,5.97,201.6,0.419,16.84,1,0.8936
1050,245,0,100,3.91,166.5,1.0,19.23,1,0.8932
1051,245,1,100,5.0,72.1,0.618,14.65,1,0.8932
1052,245,2,100,4.01,110.4,0.785,16.94,1,0.8932
1053,245,3,100,0.93,185.1,0.978,16.59,1,0.8932
1054,245,4,100,3.43,207.1,0.992,20.02,1,0.8932
1055,245,5,100,5.16,67.3,0.701,13.72,1,0.8931
1056,246,0,100,2.27,190.0,0.461,15.53,1,0.8928
1057,246,1,100,4.13,64.1,0.431,18.17,1,0.8928
1058,246,2,100,4.2,82.2,1.0,19.53,1,0.8927
1059,246,3,100,5.65,204.6,0.422,14.31,1,0.8927
1060,247,0,100,4.44,172.1,0.966,20.82,1,0.8923
1061,247,1,100,2.12,57.8,0.804,19.37,1,0.8923
1062,247,2,100,4.12,124.0,0.788,19.49,1,0.8923
1063,247,3,100,3.38,161.7,0.949,17.93,1,0.8923
1064,248,0,100,1.83,120.2,1.0,19.84,1,0.8919
1065,248,1,100,4.22,80.4,0.918,21.1,1,0.8919
1066,248,2,100,3.47,90.8,0.66,17.75,1,0.8919
1067,248,3,100,2.14,116.6,0.633,16.03,1,0.8919
1068,249,0,100,5.8,106.5,1.0,19.09,1,0.8915
1069,249,1,100,1.71,89.0,0.742,19.44,1,0.8915
1070,249,2,100,1.06,40.1,0.765,17.63,1,0.8914
1071,249,3,100,3.25,45.9,0.852,17.08,1,0.8914
1072,250,0,100,1.24,176.8,0.449,16.3,1,0.8911
1073,250,1,100,0.92,216.2,0.718,16.64,1,0.891
1074,250,2,100,2.6,209.8,0.714,16.6,1,0.891
1075,250,3,100,1.3,153.3,0.858,19.0,1,0.891
1076,251,0,100,1.91,50.8,0.579,16.0,1,0.8906
1077,251,1,100,4.15,132.2,0.434,14.84,1,0.8906
1078,251,2,100,1.76,58.0,1.0,21.45,1,0.8906
1079,251,3,100,2.56,121.0,0.9,20.52,1,0.8906
1080,252,0,100,2.27,63.3,1.0,20.6,1,0.8902
1081,252,1,100,6.41,182.4,0.974,18.33,1,0.8902
1082,252,2,100,6.37,158.8,0.457,14.11,1,0.8902
1083,252,3,100,3.74,199.9,1.0,21.05,1,0.8901
1084,252,4,100,6.17,219.9,0.427,14.58,1,0.8901
1085,252,5,100,5.33,145.1,0.856,16.73,1,0.8901
1086,253,0,100,6.25,133.1,0.576,15.43,1,0.8897
1087,253,1,100,4.06,201.6,0.596,14.29,1,0.8897
1088,253,2,100,2.61,148.3,0.434,13.73,1,0.8897
1089,253,3,100,5.26,186.0,0.843,18.46,1,0.8897
1090,254,0,100,4.96,50.0,0.753,17.78,1,0.8893
1091,254,1,100,1.85,125.5,0.553,13.18,1,0.8893
1092,254,2,100,5.58,208.2,1.0,21.04,1,0.8893
1093,254,3,100,3.54,87.7,1.0,19.12,1,0.8892
1094,255,0,100,5.14,64.1,1.0,19.11,1,0.8889
1095,255,1,100,5.4,48.1,0.732,20.44,1,0.8888
1096,255,2,100,5.65,217.0,0.556,16.26,1,0.8888
1097,255,3,100,3.21,77.8,0.847,21.33,1,0.8888
1098,256,0,100,4.45,162.8,0.848,19.5,1,0.8884
1099,256,1,100,0.8,47.5,1.0,21.01,1,0.8884
1100,256,2,100,4.49,175.8,1.0,16.98,1,0.8884
1101,256,3,100,5.99,158.7,0.534,15.52,1,0.8884
1102,257,0,100,1.79,110.6,0.634,16.97,1,0.888
1103,257,1,100,3.42,112.9,0.964,21.12,1,0.888
1104,257,2,100,3.23,80.3,1.0,21.58,1,0.888
1105,257,3,100,1.61,101.8,0.431,17.43,1,0.888
1106,258,0,100,6.36,58.1,1.0,23.68,1,0.8876
1107,258,1,100,5.85,176.2,0.429,13.55,1,0.8876
1108,258,2,100,3.54,159.6,1.0,19.02,1,0.8875
1109,258,3,100,3.62,108.2,0.397,16.02,1,0.8875
1110,259,0,100,4.7,178.2,0.87,21.2,1,0.8871
1111,259,1,100,3.7,108.4,1.0,22.76,1,0.8871
1112,259,2,100,2.92,133.3,0.367,14.89,1,0.8871
1113,259,3,100,1.05,188.8,0.699,17.86,1,0.8871
1114,259,4,100,5.11,104.4,0.85,16.66,1,0.8871
1115,259,5,100,2.14,160.7,1.0,19.47,1,0.8871
1116,260,0,100,5.9,180.7,1.0,21.97,1,0.8867
1117,260,1,100,5.74,134.7,0.928,19.9,1,0.8867
1118,260,2,100,4.42,78.1,0.409,13.17,1,0.8866
1119,260,3,100,4.32,192.9,0.436,15.0,1,0.8866
1120,261,0,100,1.43,68.7,0.523,15.39,0,0.8862
1121,261,1,100,2.69,117.6,0.255,11.93,0,0.8862
1122,261,2,100,2.91,188.5,0.125,13.88,0,0.8862
1123,261,3,100,4.64,108.3,0.819,18.97,0,0.8862
1124,262,0,100,3.97,82.3,0.787,17.3,0,0.8858
1125,262,1,100,0.85,153.5,0.442,16.25,0,0.8858
1126,262,2,100,1.68,218.9,0.231,13.12,0,0.8858
1127,262,3,100,1.11,130.5,0.765,21.53,0,0.8858
1128,263,0,100,3.99,155.5,0.709,20.41,0,0.8854
1129,263,1,100,1.14,139.1,0.367,15.89,0,0.8854
1130,263,2,100,3.45,114.9,0.57,14.24,0,0.8854
1131,263,3,100,4.04,195.9,0.782,16.46,0,0.8853
1132,264,0,100,4.39,67.9,0.698,17.97,0,0.885
1133,264,1,100,3.31,206.6,0.823,19.62,0,0.8849
1134,264,2,100,2.15,142.7,0.433,15.4,0,0.8849
1135,264,3,100,6.43,40.8,0.128,12.84,0,0.8849
1136,265,0,100,6.19,170.0,0.226,12.68,0,0.8845
1137,265,1,100,3.61,102.5,0.233,11.68,0,0.8845
1138,265,2,100,6.48,40.5,0.162,13.02,0,0.8845
1139,265,3,100,5.97,178.4,0.621,17.56,0,0.8845
1140,266,0,100,3.73,215.4,0.42,16.16,0,0.8841
1141,266,1,100,0.86,172.2,0.747,21.63,0,0.8841
1142,266,2,100,5.79,210.0,0.74,20.47,0,0.8841
1143,266,3,100,2.67,214.6,0.358,15.14,0,0.884
1144,266,4,100,6.15,131.7,0.702,15.85,0,0.884
1145,266,5,100,2.63,131.2,0.469,15.41,0,0.884
1146,267,0,100,4.78,179.2,0.784,18.94,0,0.8836
1147,267,1,100,4.75,55.3,0.889,20.02,0,0.8836
1148,267,2,100,2.91,43.5,0.609,14.73,0,0.8836
1149,267,3,100,3.67,198.6,0.234,14.29,0,0.8836
1150,268,0,100,2.92,208.3,0.511,16.19,0,0.8832
1151,268,1,100,1.27,136.6,0.57,15.89,0,0.8832
1152,268,2,100,3.07,48.4,0.454,13.01,0,0.8832
1153,268,3,100,6.05,111.8,0.303,13.66,0,0.8831
1154,269,0,100,1.47,190.7,0.471,18.76,0,0.8828
1155,269,1,100,2.36,56.9,0.373,13.74,0,0.8828
1156,269,2,100,1.09,74.6,0.587,18.17,0,0.8827
1157,269,3,100,1.13,73.5,0.489,15.13,0,0.8827
1158,270,0,100,2.06,107.2,0.558,16.98,0,0.8823
1159,270,1,100,5.44,115.5,0.819,18.29,0,0.8823
1160,270,2,100,3.76,131.7,0.755,19.43,0,0.8823
1161,270,3,100,6.06,140.5,0.747,18.31,0,0.8823
1162,271,0,100,1.65,179.1,0.762,19.35,0,0.8819
1163,271,1,100,3.81,182.9,0.827,18.32,0,0.8819
1164,271,2,100,3.76,69.8,0.59,16.87,0,0.8819
1165,271,3,100,1.35,103.1,0.889,19.51,0,0.8819
1166,272,0,100,1.78,216.7,0.65,18.39,0,0.8815
1167,272,1,100,1.46,75.7,0.473,14.1,0,0.8815
1168,272,2,100,2.43,112.4,0.625,17.45,0,0.8814
1169,272,3,100,1.25,199.5,0.49,17.67,0,0.8814
1170,273,0,100,4.9,191.7,0.836,19.09,0,0.881
1171,273,1,100,5.49,115.9,0.881,18.04,0,0.881
1172,273,2,100,6.03,153.7,0.853,17.29,0,0.881
1173,273,3,100,4.78,71.6,0.545,12.44,0,0.881
1174,273,4,100,1.53,52.3,0.381,12.74,0,0.881
1175,273,5,100,0.82,178.9,0.719,18.95,0,0.881
1176,274,0,100,4.13,188.6,0.161,14.79,0,0.8806
1177,274,1,100,5.27,109.5,0.28,15.12,0,0.8806
1178,274,2,100,5.92,161.9,0.535,17.55,0,0.8805
1179,274,3,100,2.49,79.7,0.709,18.2,0,0.8805
1180,275,0,100,2.5,182.9,0.313,14.62,0,0.8802
1181,275,1,100,4.25,93.2,0.505,16.91,0,0.8801
1182,275,2,100,6.41,210.8,0.509,16.45,0,0.8801
1183,275,3,100,3.69,192.9,0.289,12.51,0,0.8801
1184,276,0,100,2.14,197.3,0.578,16.69,0,0.8797
1185,276,1,100,5.34,184.8,0.507,16.91,0,0.8797
1186,276,2,100,2.47,191.5,0.611,18.23,0,0.8797
1187,276,3,100,2.97,113.1,0.769,19.06,0,0.8797
1188,277,0,100,2.57,82.1,0.656,16.5,0,0.8793
1189,277,1,100,5.84,202.4,0.69,19.92,0,0.8793
1190,277,2,100,2.55,40.7,0.114,12.64,0,0.8792
1191,277,3,100,2.49,65.7,0.313,14.93,0,0.8792
1192,278,0,100,6.5,90.0,0.685,16.68,0,0.8789
1193,278,1,100,5.02,117.6,0.785,17.69,0,0.8788
1194,278,2,100,4.51,130.6,0.432,13.45,0,0.8788
1195,278,3,100,0.82,216.8,0.562,16.95,0,0.8788
1196,279,0,100,2.82,108.9,0.414,14.52,0,0.8784
1197,279,1,100,3.11,178.1,0.137,13.57,0,0.8784
1198,279,2,100,4.5,199.0,0.828,21.95,0,0.8784
1199,279,3,100,1.47,41.5,0.547,14.98,0,0.8784
1200,280,0,100,6.04,67.0,0.134,14.26,0,0.878
1201,280,1,100,1.3,170.3,0.581,19.65,0,0.878
1202,280,2,100,4.21,54.5,0.49,14.92,0,0.878
1203,280,3,100,1.42,121.2,0.386,13.0,0,0.8779
1204,280,4,100,1.18,103.4,0.104,14.12,0,0.8779
1205,280,5,100,2.44,139.9,0.397,15.42,0,0.8779
1206,281,0,100,4.25,109.1,0.318,14.46,0,0.8775
1207,281,1,100,3.96,189.9,0.293,16.53,0,0.8775
1208,281,2,100,3.1,149.0,0.415,16.49,0,0.8775
1209,281,3,100,2.01,145.9,0.357,15.34,0,0.8775
1210,282,0,100,4.27,149.7,0.714,18.4,0,0.8771
1211,282,1,100,5.57,194.5,0.334,15.0,0,0.8771
1212,282,2,100,3.51,191.5,0.789,16.54,0,0.8771
1213,282,3,100,4.7,68.2,0.38,14.72,0,0.877
1214,283,0,100,4.02,141.4,0.711,16.1,0,0.8767
1215,283,1,100,3.15,49.2,0.426,16.84,0,0.8767
1216,283,2,100,0.82,139.3,0.238,15.35,0,0.8766
1217,283,3,100,3.63,80.0,0.869,18.35,0,0.8766
1218,284,0,100,4.91,210.6,0.589,19.48,0,0.8762
1219,284,1,100,2.84,98.1,0.701,17.0,0,0.8762
1220,284,2,100,2.81,133.4,0.404,13.27,0,0.8762
1221,284,3,100,2.81,137.4,0.714,19.89,0,0.8762
1222,285,0,100,2.41,147.7,0.703,19.47,0,0.8758
1223,285,1,100,3.88,61.3,0.251,13.42,0,0.8758
1224,285,2,100,1.21,154.3,0.791,21.06,0,0.8758
1225,285,3,100,1.62,181.6,0.17,13.84,0,0.8758
1226,286,0,100,3.34,184.4,0.484,16.3,0,0.8754
1227,286,1,100,4.47,45.7,0.438,13.82,0,0.8754
1228,286,2,100,4.3,42.4,0.445,16.06,0,0.8753
1229,286,3,100,1.16,62.0,0.576,16.98,0,0.8753
1230,287,0,100,6.16,61.7,0.771,15.8,0,0.875
1231,287,1,100,2.29,199.4,0.199,11.73,0,0.8749
1232,287,2,100,5.16,92.9,0.458,12.56,0,0.8749
1233,287,3,100,4.88,107.4,0.609,16.21,0,0.8749
1234,287,4,100,1.27,91.0,0.561,13.29,0,0.8749
1235,287,5,100,3.84,132.5,0.361,11.66,0,0.8748
1236,288,0,100,3.36,67.4,0.22,12.81,0,0.8745
1237,288,1,100,1.38,96.2,0.528,15.07,0,0.8745
1238,288,2,100,5.79,147.1,0.467,14.74,0,0.8744
1239,288,3,100,3.09,200.6,0.446,15.03,0,0.8744
1240,289,0,100,6.14,122.0,0.118,13.57,0,0.874
1241,289,1,100,4.53,56.3,0.135,11.67,0,0.874
1242,289,2,100,4.19,194.9,0.221,14.92,0,0.874
1243,289,3,100,1.97,126.4,0.771,18.23,0,0.874
1244,290,0,100,2.43,135.3,0.782,16.48,0,0.8736
1245,290,1,100,1.22,67.6,0.185,12.37,0,0.8736
1246,290,2,100,5.47,47.2,0.672,18.8,0,0.8736
1247,290,3,100,5.14,78.6,0.831,16.95,0,0.8736
1248,291,0,100,3.23,56.2,0.646,16.36,0,0.8732
1249,291,1,100,6.27,83.3,0.105,12.17,0,0.8732
1250,291,2,100,4.21,117.1,0.716,19.8,0,0.8731
1251,291,3,100,1.27,102.8,0.134,15.08,0,0.8731
1252,292,0,100,5.94,186.1,0.656,18.29,0,0.8728
1253,292,1,100,4.0,97.5,0.256,15.13,0,0.8727
1254,292,2,100,1.99,186.1,0.223,11.67,0,0.8727
1255,292,3,100,3.8,87.4,0.411,14.07,0,0.8727
1256,293,0,100,2.39,82.6,0.241,15.63,0,0.8723
1257,293,1,100,0.91,119.2,0.187,12.12,0,0.8723
1258,293,2,100,6.41,189.1,0.128,13.02,0,0.8723
1259,293,3,100,4.0,56.0,0.144,14.24,0,0.8723
1260,294,0,100,3.36,81.0,0.612,17.45,0,0.8719
1261,294,1,100,3.65,84.5,0.468,17.0,0,0.8719
1262,294,2,100,2.15,114.5,0.801,18.52,0,0.8719
1263,294,3,100,4.32,181.8,0.605,16.33,0,0.8718
1264,294,4,100,2.15,48.3,0.567,17.93,0,0.8718
1265,294,5,100,2.65,52.1,0.392,14.7,0,0.8718
1266,295,0,100,3.14,183.5,0.658,15.67,0,0.8714
1267,295,1,100,2.82,102.1,0.295,15.4,0,0.8714
1268,295,2,100,1.02,63.8,0.526,17.74,0,0.8714
1269,295,3,100,4.29,178.1,0.524,15.92,0,0.8714
1270,296,0,100,6.27,147.9,0.742,19.53,0,0.871
1271,296,1,100,1.66,72.2,0.291,11.49,0,0.871
1272,296,2,100,1.15,186.3,0.688,15.42,0,0.871
1273,296,3,100,3.38,195.4,0.243,12.3,0,0.8709
1274,297,0,100,5.62,125.8,0.628,17.6,0,0.8706
1275,297,1,100,3.35,77.4,0.745,18.95,0,0.8706
1276,297,2,100,4.34,149.7,0.659,16.47,0,0.8705
1277,297,3,100,5.95,104.9,0.572,16.05,0,0.8705
1278,298,0,100,4.71,201.3,0.133,14.29,0,0.8701
1279,298,1,100,3.27,83.7,0.752,19.25,0,0.8701
1280,298,2,100,5.25,195.0,0.773,19.43,0,0.8701
1281,298,3,100,6.36,41.4,0.253,16.1,0,0.8701
1282,299,0,100,6.18,99.0,0.31,13.4,0,0.8697
1283,299,1,100,5.54,96.6,0.628,16.33,0,0.8697
1284,299,2,100,2.78,174.6,0.164,13.73,0,0.8697
1285,299,3,100,6.21,64.3,0.594,16.15,0,0.8697
1286,300,0,100,1.98,160.4,0.285,14.73,0,0.8693
1287,300,1,100,4.61,114.0,0.19,13.07,0,0.8693
1288,300,2,100,3.32,181.2,0.143,13.48,0,0.8692
1289,300,3,100,3.07,90.6,0.315,13.33,0,0.8692
1290,301,0,100,4.38,60.9,0.294,13.39,0,0.8688
1291,301,1,100,1.68,76.0,0.318,13.37,0,0.8688
1292,301,2,100,5.04,194.6,0.411,15.13,0,0.8688
1293,301,3,100,2.27,218.4,0.602,16.03,0,0.8688
1294,301,4,100,6.36,183.2,0.274,15.98,0,0.8688
1295,301,5,100,5.96,187.2,0.409,15.81,0,0.8687
1296,302,0,100,3.06,131.4,0.563,16.55,0,0.8684
1297,302,1,100,6.48,161.9,0.479,17.47,0,0.8684
1298,302,2,100,4.4,117.7,0.629,17.38,0,0.8683
1299,302,3,100,6.11,121.7,0.707,17.66,0,0.8683
1300,303,0,100,3.63,40.0,0.834,17.69,0,0.8679
1301,303,1,100,3.05,96.7,0.495,15.11,0,0.8679
1302,303,2,100,6.38,43.2,0.631,16.63,0,0.8679
1303,303,3,100,6.28,148.0,0.365,15.54,0,0.8679
1304,304,0,100,2.05,138.4,0.385,15.2,0,0.8675
1305,304,1,100,3.54,212.3,0.197,13.71,0,0.8675
1306,304,2,100,3.65,141.4,0.409,13.3,0,0.8675
1307,304,3,100,5.45,81.3,0.429,15.35,0,0.8675
1308,305,0,100,2.06,214.9,0.733,19.62,0,0.8671
1309,305,1,100,3.88,146.9,0.504,13.64,0,0.8671
1310,305,2,100,2.79,87.3,0.892,18.21,0,0.867
1311,305,3,100,4.07,180.6,0.806,18.55,0,0.867
1312,306,0,100,1.82,133.8,0.86,19.3,0,0.8667
1313,306,1,100,3.51,154.1,0.313,12.81,0,0.8666
1314,306,2,100,5.39,141.7,0.738,18.68,0,0.8666
1315,306,3,100,1.97,43.6,0.287,11.8,0,0.8666
1316,307,0,100,2.84,130.3,0.726,18.24,0,0.8662
1317,307,1,100,3.11,197.6,0.191,12.88,0,0.8662
1318,307,2,100,4.18,155.7,0.552,17.18,0,0.8662
1319,307,3,100,5.73,215.6,0.846,20.25,0,0.8662
1320,308,0,100,3.03,61.3,0.549,15.81,0,0.8658
1321,308,1,100,6.37,127.1,0.402,15.07,0,0.8658
1322,308,2,100,0.98,90.4,0.401,17.4,0,0.8658
1323,308,3,100,5.19,194.1,0.219,11.54,0,0.8657
1324,308,4,100,6.26,216.3,0.683,18.45,0,0.8657
1325,308,5,100,1.52,180.6,0.625,15.99,0,0.8657
1326,309,0,100,4.37,171.3,0.556,16.31,0,0.8653
1327,309,1,100,5.78,87.1,0.547,18.51,0,0.8653
1328,309,2,100,1.67,124.9,0.652,16.89,0,0.8653
1329,309,3,100,4.67,199.8,0.195,12.11,0,0.8653
1330,310,0,100,1.91,124.4,0.373,13.73,0,0.8649
1331,310,1,100,1.5,202.2,0.76,19.52,0,0.8649
1332,310,2,100,3.5,216.3,0.15,13.31,0,0.8649
1333,310,3,100,2.33,59.1,0.679,14.54,0,0.8648
1334,311,0,100,3.23,51.8,0.187,12.41,0,0.8645
1335,311,1,100,2.37,151.1,0.443,17.03,0,0.8644
1336,311,2,100,5.45,156.6,0.523,17.28,0,0.8644
1337,311,3,100,2.01,78.6,0.804,20.8,0,0.8644
1338,312,0,100,3.24,195.9,0.421,14.92,0,0.864
1339,312,1,100,2.95,140.0,0.475,16.96,0,0.864
